"paper_id","paper_name","finish","line","composition","grams","notes","currency","price_clp","price_display","roll_width_cm","measure_label","requested_width_cm","requested_length_cm","billed_width_cm","billed_length_cm","is_alias_size"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","39490","39.490","60","60x100cm","60","100","60","100","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","57990","57.990","60","60x100cm","60","100","60","100","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","48990","48.990","60","60x100cm","60","100","60","100","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","57990","57.990","60","60x100cm","60","100","60","100","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","49490","49.490","60","60x100cm","60","100","60","100","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","37490","37.490","60","60x105cm","60","105","60","105","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","38490","38.490","60","60x105cm","60","105","60","105","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","40990","40.990","60","60x105cm","60","105","60","105","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","60990","60.990","60","60x105cm","60","105","60","105","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","51490","51.490","60","60x105cm","60","105","60","105","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","60490","60.490","60","60x105cm","60","105","60","105","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","51490","51.490","60","60x105cm","60","105","60","105","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","38990","38.990","60","60x110cm","60","110","60","110","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","39990","39.990","60","60x110cm","60","110","60","110","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","42990","42.990","60","60x110cm","60","110","60","110","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","63490","63.490","60","60x110cm","60","110","60","110","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","53990","53.990","60","60x110cm","60","110","60","110","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","63490","63.490","60","60x110cm","60","110","60","110","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","53990","53.990","60","60x110cm","60","110","60","110","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","40490","40.490","60","60x115cm","60","115","60","115","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","41990","41.990","60","60x115cm","60","115","60","115","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","44990","44.990","60","60x115cm","60","115","60","115","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","66490","66.490","60","60x115cm","60","115","60","115","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","55990","55.990","60","60x115cm","60","115","60","115","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","65990","65.990","60","60x115cm","60","115","60","115","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","56490","56.490","60","60x115cm","60","115","60","115","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","42490","42.490","60","60x120cm","60","120","60","120","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","43490","43.490","60","60x120cm","60","120","60","120","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","46990","46.990","60","60x120cm","60","120","60","120","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","68990","68.990","60","60x120cm","60","120","60","120","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","58490","58.490","60","60x120cm","60","120","60","120","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","68990","68.990","60","60x120cm","60","120","60","120","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","58490","58.490","60","60x120cm","60","120","60","120","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","43990","43.990","60","60x125cm","60","125","60","125","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","44990","44.990","60","60x125cm","60","125","60","125","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","48490","48.490","60","60x125cm","60","125","60","125","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","71990","71.990","60","60x125cm","60","125","60","125","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","60990","60.990","60","60x125cm","60","125","60","125","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","71490","71.490","60","60x125cm","60","125","60","125","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","60990","60.990","60","60x125cm","60","125","60","125","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","45990","45.990","60","60x130cm","60","130","60","130","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","46990","46.990","60","60x130cm","60","130","60","130","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","50490","50.490","60","60x130cm","60","130","60","130","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","74490","74.490","60","60x130cm","60","130","60","130","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","62990","62.990","60","60x130cm","60","130","60","130","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","74490","74.490","60","60x130cm","60","130","60","130","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","63490","63.490","60","60x130cm","60","130","60","130","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","47490","47.490","60","60x135cm","60","135","60","135","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","48490","48.490","60","60x135cm","60","135","60","135","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","52490","52.490","60","60x135cm","60","135","60","135","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","77490","77.490","60","60x135cm","60","135","60","135","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","65490","65.490","60","60x135cm","60","135","60","135","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","76990","76.990","60","60x135cm","60","135","60","135","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","65490","65.490","60","60x135cm","60","135","60","135","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","48990","48.990","60","60x140cm","60","140","60","140","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","50490","50.490","60","60x140cm","60","140","60","140","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","54490","54.490","60","60x140cm","60","140","60","140","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","79990","79.990","60","60x140cm","60","140","60","140","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","67990","67.990","60","60x140cm","60","140","60","140","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","79990","79.990","60","60x140cm","60","140","60","140","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","67990","67.990","60","60x140cm","60","140","60","140","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","50990","50.990","60","60x145cm","60","145","60","145","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","51990","51.990","60","60x145cm","60","145","60","145","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","55990","55.990","60","60x145cm","60","145","60","145","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","82990","82.990","60","60x145cm","60","145","60","145","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","69990","69.990","60","60x145cm","60","145","60","145","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","82490","82.490","60","60x145cm","60","145","60","145","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","70490","70.490","60","60x145cm","60","145","60","145","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","52490","52.490","60","60x150cm","60","150","60","150","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","53990","53.990","60","60x150cm","60","150","60","150","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","57990","57.990","60","60x150cm","60","150","60","150","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","85490","85.490","60","60x150cm","60","150","60","150","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","72490","72.490","60","60x150cm","60","150","60","150","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","85490","85.490","60","60x150cm","60","150","60","150","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","72490","72.490","60","60x150cm","60","150","60","150","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","53990","53.990","60","60x155cm","60","155","60","155","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","55490","55.490","60","60x155cm","60","155","60","155","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","59990","59.990","60","60x155cm","60","155","60","155","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","88490","88.490","60","60x155cm","60","155","60","155","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","74990","74.990","60","60x155cm","60","155","60","155","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","87990","87.990","60","60x155cm","60","155","60","155","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","74990","74.990","60","60x155cm","60","155","60","155","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","55990","55.990","60","60x160cm","60","160","60","160","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","57490","57.490","60","60x160cm","60","160","60","160","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","61490","61.490","60","60x160cm","60","160","60","160","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","90990","90.990","60","60x160cm","60","160","60","160","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","76990","76.990","60","60x160cm","60","160","60","160","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","90990","90.990","60","60x160cm","60","160","60","160","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","77490","77.490","60","60x160cm","60","160","60","160","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","57490","57.490","60","60x165cm","60","165","60","165","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","58990","58.990","60","60x165cm","60","165","60","165","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","63490","63.490","60","60x165cm","60","165","60","165","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","93990","93.990","60","60x165cm","60","165","60","165","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","79490","79.490","60","60x165cm","60","165","60","165","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","93490","93.490","60","60x165cm","60","165","60","165","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","79490","79.490","60","60x165cm","60","165","60","165","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","59490","59.490","60","60x170cm","60","170","60","170","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","60990","60.990","60","60x170cm","60","170","60","170","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","65490","65.490","60","60x170cm","60","170","60","170","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","96490","96.490","60","60x170cm","60","170","60","170","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","81990","81.990","60","60x170cm","60","170","60","170","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","96490","96.490","60","60x170cm","60","170","60","170","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","81990","81.990","60","60x170cm","60","170","60","170","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","60990","60.990","60","60x175cm","60","175","60","175","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","62490","62.490","60","60x175cm","60","175","60","175","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","67490","67.490","60","60x175cm","60","175","60","175","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","99490","99.490","60","60x175cm","60","175","60","175","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","83990","83.990","60","60x175cm","60","175","60","175","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","98990","98.990","60","60x175cm","60","175","60","175","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","84490","84.490","60","60x175cm","60","175","60","175","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","62490","62.490","60","60x180cm","60","180","60","180","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","64490","64.490","60","60x180cm","60","180","60","180","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","68990","68.990","60","60x180cm","60","180","60","180","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","101990","101.990","60","60x180cm","60","180","60","180","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","86490","86.490","60","60x180cm","60","180","60","180","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","101990","101.990","60","60x180cm","60","180","60","180","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","86490","86.490","60","60x180cm","60","180","60","180","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","64490","64.490","60","60x185cm","60","185","60","185","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","65990","65.990","60","60x185cm","60","185","60","185","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","70990","70.990","60","60x185cm","60","185","60","185","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","104990","104.990","60","60x185cm","60","185","60","185","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","88990","88.990","60","60x185cm","60","185","60","185","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","104490","104.490","60","60x185cm","60","185","60","185","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","88990","88.990","60","60x185cm","60","185","60","185","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","65990","65.990","60","60x190cm","60","190","60","190","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","67990","67.990","60","60x190cm","60","190","60","190","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","72990","72.990","60","60x190cm","60","190","60","190","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","107490","107.490","60","60x190cm","60","190","60","190","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","90990","90.990","60","60x190cm","60","190","60","190","False"
"canson_platine_fibre_rag_310","Canson Platine Fibre Rag 310grs","semi brillante (algodón)","Museo","100% algodón","310","acabado baritado, negros profundos","CLP","107490","107.490","60","60x190cm","60","190","60","190","False"
"felix_schoeller_watercolor_rag_310","Felix Schoeller Watercolor Rag 310grs","texturado mate (algodón)","Museo","100% algodón","310","texturado tipo acuarela","CLP","91490","91.490","60","60x190cm","60","190","60","190","False"
"felix_schoeller_smooth_200","Felix Schoeller Smooth 200grs","mate","Studio/Photo","alfa-celulosa","200","acabado liso y opaco","CLP","67490","67.490","60","60x195cm","60","195","60","195","False"
"felix_schoeller_satin_240","Felix Schoeller Satin 240grs","semi brillante satinado","Studio/Photo","alfa-celulosa","240","semi brillo que refleja menos que fotográfico","CLP","69490","69.490","60","60x195cm","60","195","60","195","False"
"hahnemuhle_photo_luster_260","Hahnemühle Photo Luster 260grs","semi brillante (luster)","Studio/Photo","alfa-celulosa","260","tipo fotográfico, textura perlada suave","CLP","74990","74.990","60","60x195cm","60","195","60","195","False"
"canson_edition_etching_rag_310","Canson Edition Etching Rag 310grs","mate grano fino","Museo","100% algodón","310","textura de grano fino","CLP","110490","110.490","60","60x195cm","60","195","60","195","False"
"felix_schoeller_baryta_310","Felix Schoeller Baryta 310grs","baritado (baryta)","Museo","algodón (según proveedor)","310","evoca fotografía de cuarto oscuro; negros profundos","CLP","93490","93.490","60","60x195cm","60","195","60","195","False"
